,DEMAGE,DEMSEX,DEMREL,DEMINC,COV_SHIELD,COV_TRUST_1,COV_TRUST_2,COV_TRUST_3,COV_TRUST_4,COV_TRUST_5,COV_TRUST_6,COV_TRUST_7,COV_TRUST_8,COV_TRUST_9,COV_TRUST_10,COV_TRUST_11,COV_TRUST_12,COV_TRUST_13,DEMREG,DEMEDU,DEMWRK,VAC_DEC,COV_VAC_SELF,COV_KNOWL_1,COV_KNOWL_2,COV_KNOWL_3,COV_KNOWL_4,COV_KNOWL_5,COV_KNOWL_6,COV_KNOWL_7,DREAD,ANX_1,ANX_2,ANX_3,ANX_4,ANX_5,ANX_6,target_1,target_2
121,68,Female,Christian,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,South West,No academic qualifications,Retired,0,1,4.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1
122,44,Female,Christian,"£45,000 to £54,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,South East,Undergraduate or postgraduate degree,Working part-time,1,1,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
125,75,Male,Christian,"Under £15,000",No,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,West Midlands,No academic qualifications,Retired,0,4,3.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0
126,69,Male,Christian,"£35,000 to £44,999",Yes,0,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,South East,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1
129,25,Female,Christian,"£15,000 to £24,999",No,National television,0,0,0,0,0,0,0,Government websites,0,0,0,0,Greater London,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,0,4,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,0
130,76,Female,Christian,"£35,000 to £44,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Retired,0,2,4.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,,1
131,50,Female,Atheist or agnostic,"£25,000 to £34,999",No,0,Satellite / international television channels,Radio,0,0,0,0,0,0,0,0,0,0,East of England,Undergraduate or postgraduate degree,Working part-time,0,3,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,,0
132,23,Male,Atheist or agnostic,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,Family and friends,0,0,East of England,Apprenticeship,Working full-time,0,1,4.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1
134,69,Male,Christian,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,Yorkshire and The Humber,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1
136,75,Female,Christian,"£65,000 to £99,999",Yes,0,0,0,0,0,0,0,0,Government websites,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Retired,0,1,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1
137,19,Female,Other,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Scotland,2+ A levels or equivalents,Student,0,1,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
138,51,Male,Christian,"£25,000 to £34,999",No,National television,0,0,0,0,0,Healthcare workers,0,0,0,Family and friends,0,0,Yorkshire and The Humber,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,0,1,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1
139,68,Female,Atheist or agnostic,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,0,0,0,East of England,Undergraduate or postgraduate degree,Retired,0,1,3.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1
140,65,Male,Christian,"£65,000 to £99,999",Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,Yorkshire and The Humber,2+ A levels or equivalents,Working full-time,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1
141,61,Male,Christian,"£25,000 to £34,999",Yes,0,0,0,0,0,0,0,0,0,0,0,0,Other (please specify),North West,Apprenticeship,Working part-time,1,3,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,,0
142,70,Male,Christian,"£25,000 to £34,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,North East,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1
143,76,Female,Christian,"£25,000 to £34,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,South East,"0-4 GCSE, O-levels, or equivalents",Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1
146,77,Female,Atheist or agnostic,"£15,000 to £24,999",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,South East,2+ A levels or equivalents,Retired,0,2,4.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,1
147,65,Female,Atheist or agnostic,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,West Midlands,Undergraduate or postgraduate degree,Unable to work,0,2,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,1
148,67,Female,Christian,"£65,000 to £99,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
149,72,Female,Christian,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,West Midlands,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1
150,77,Female,Christian,"£15,000 to £24,999",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,South East,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1
153,73,Female,Christian,"£15,000 to £24,999",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,South West,Other,Retired,0,1,4.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
155,43,Female,Christian,"£25,000 to £34,999",No,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,South East,Undergraduate or postgraduate degree,Working part-time,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1
157,65,Female,Christian,"£15,000 to £24,999",No,0,0,0,0,0,0,0,0,0,0,Family and friends,0,0,North West,No academic qualifications,Retired,0,3,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,0
158,50,Male,Atheist or agnostic,"£15,000 to £24,999",Yes,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,South West,2+ A levels or equivalents,Unable to work,0,1,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1
159,65,Female,Christian,"£65,000 to £99,999",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,South East,"0-4 GCSE, O-levels, or equivalents",Working part-time,0,2,4.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,,1
160,79,Male,Christian,"Under £15,000",Yes,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Northern Ireland,Apprenticeship,Retired,0,1,4.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
162,68,Female,Atheist or agnostic,"Under £15,000",No,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,East of England,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
165,76,Male,Atheist or agnostic,"£25,000 to £34,999",Yes,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,North East,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1
166,76,Female,Christian,"£15,000 to £24,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,East Midlands,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1
167,69,Female,Christian,"£45,000 to £54,999",Yes,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1
169,67,Female,Christian,"£25,000 to £34,999",Yes,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,West Midlands,Other,Retired,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1
171,66,Female,Atheist or agnostic,"£15,000 to £24,999",Yes,National television,0,0,0,0,0,0,0,0,0,0,0,0,South West,"0-4 GCSE, O-levels, or equivalents",Retired,1,1,3.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1
172,67,Female,Christian,"£15,000 to £24,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,Yorkshire and The Humber,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
173,66,Male,Christian,"£25,000 to £34,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Retired,0,2,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,1
174,75,Male,Christian,"£25,000 to £34,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,Wales,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1
176,69,Male,Atheist or agnostic,"£35,000 to £44,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,East Midlands,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1
177,27,Female,Muslim,"£25,000 to £34,999",No,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,West Midlands,Undergraduate or postgraduate degree,Working part-time,1,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1
179,59,Female,Christian,"Under £15,000",No,National television,0,0,0,0,0,0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,0,2,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,1
180,75,Female,Christian,"£35,000 to £44,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,South East,Undergraduate or postgraduate degree,Working part-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1
181,30,Male,Christian,"£15,000 to £24,999",No,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,West Midlands,"0-4 GCSE, O-levels, or equivalents",Unemployed,0,2,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,,1
183,78,Female,Christian,"£35,000 to £44,999",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,Family and friends,0,0,West Midlands,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1
184,70,Female,Christian,"Under £15,000",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,Yorkshire and The Humber,"0-4 GCSE, O-levels, or equivalents",Retired,0,1,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1
187,70,Male,Christian,"£25,000 to £34,999",Yes,0,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,North West,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1
189,56,Female,Christian,"£65,000 to £99,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,South East,Undergraduate or postgraduate degree,Looking after the home,0,2,4.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,,1
190,53,Male,Atheist or agnostic,"£55,000 to £64,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,Scotland,2+ A levels or equivalents,Working full-time,0,2,4.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1
191,60,Male,Christian,"Under £15,000",No,0,0,0,0,0,0,0,0,0,0,0,0,0,West Midlands,No academic qualifications,Working part-time,0,4,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,0
193,32,Female,Atheist or agnostic,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Unable to work,0,2,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,,1
194,81,Female,Christian,"£15,000 to £24,999",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,East of England,No academic qualifications,Retired,0,2,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,1
195,69,Male,Christian,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,South West,Undergraduate or postgraduate degree,Working part-time,0,2,4.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,,1
197,63,Male,Christian,"£65,000 to £99,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,East of England,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1
199,66,Male,Atheist or agnostic,"Under £15,000",No,National television,0,0,0,0,0,0,International health authorities (such as The World Health Organization),0,0,0,0,0,Yorkshire and The Humber,No academic qualifications,Retired,0,2,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,1
200,33,Female,Other,"£35,000 to £44,999",No,National television,Satellite / international television channels,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Scotland,Other,Looking after the home,0,2,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,1
201,55,Male,Atheist or agnostic,"£65,000 to £99,999",No,National television,0,Radio,Newspapers,0,0,0,0,0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working part-time,0,1,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1
202,81,Male,Christian,"Under £15,000",Yes,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1
203,65,Female,Christian,"£15,000 to £24,999",No,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,"Work, school, or college",0,East Midlands,Undergraduate or postgraduate degree,Working part-time,0,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,1
204,70,Female,Christian,"£15,000 to £24,999",No,National television,0,0,0,0,0,Healthcare workers,0,0,0,0,0,0,North West,No academic qualifications,Retired,0,1,3.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1
206,69,Male,Christian,"£25,000 to £34,999",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,The internet or search engines,Family and friends,0,0,Scotland,Undergraduate or postgraduate degree,Retired,0,1,3.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
