,COV_DOSE,COV_DOSE_2,COV_KNOWL_1,COV_KNOWL_2,COV_KNOWL_3,COV_KNOWL_4,COV_KNOWL_5,COV_KNOWL_6,COV_KNOWL_7,VAC_PASS_INT,ANX_1,ANX_2,ANX_3,ANX_4,ANX_5,ANX_6,DEMAGE,DREAD,DEMREG,DEMSEX,DEMEDU,DEMWRK,DEMREL,DEMINC,COV_INV,DEMNHS,COV_SHIELD,VAC_DEC,Q71,MIST_1,MIST_2,MIST_3,MIST_4,MIST_5,MIST_6,MIST_7,MIST_8,MIST_9,MIST_10,MIST_11,MIST_12,MIST_13,MIST_14,MIST_15,MIST_16,MIST_17,MIST_18,MIST_19,MIST_20,COV_TRUST_1,COV_TRUST_2,COV_TRUST_3,COV_TRUST_4,COV_TRUST_5,COV_TRUST_6,COV_TRUST_7,COV_TRUST_8,COV_TRUST_9,COV_TRUST_10,COV_TRUST_11,COV_TRUST_12,COV_TRUST_13,intention,VAC_PASS_1,VAC_PASS_2,VAC_PASS_3,VAC_PASS_4,VAC_PASS_5,VAC_PASS_6,VAC_PASS_7,VAC_PASS_UK,intenttarget_1,intenttarget_2,uptaketarget
164,,,4,4,4,4,4,3,1,5.0,2,2,2,1,2,3,35,3,Wales,Female,Other,Working full-time,Atheist or agnostic,"£65,000 to £99,999",No,No,No,1,Liberal Democrat,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,National television,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,Family and friends,0,0,1.0,4,4,2,4,2,4,4,5,1.0,1.0,
165,1,1,3,4,4,4,4,1,1,5.0,2,2,2,2,2,2,48,3,Wales,Female,Undergraduate or postgraduate degree,Working full-time,Christian,"£15,000 to £24,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,National television,0,0,0,0,0,0,0,Government websites,0,0,0,0,,2,2,4,4,4,4,2,5,,,1.0
170,3,,4,4,4,4,4,4,1,4.0,2,2,2,2,2,2,48,2,Northern Ireland,Female,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£35,000 to £44,999",Yes,No,No,1,Local independent,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,0,0,0,0,0,0,0,0,Government websites,0,0,0,Other (please specify),1.0,4,5,3,2,1,3,5,3,1.0,1.0,0.0
171,1,1,3,4,4,4,3,2,1,3.0,3,1,2,3,1,2,58,1,Scotland,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,Atheist or agnostic,"£15,000 to £24,999",Yes,No,No,0,SNP,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,Real,Fake,Fake,0,0,0,0,0,0,0,0,0,The internet or search engines,0,0,0,,4,2,4,4,4,3,3,3,,,1.0
174,,,4,4,4,1,1,4,1,1.0,2,3,2,3,3,1,25,3,Scotland,Male,2+ A levels or equivalents,Working full-time,Atheist or agnostic,"£15,000 to £24,999",No,No,No,0,Other/Not eligible,Real,Fake,Real,Real,Real,Real,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Fake,Real,Real,Fake,Real,Real,National television,Satellite / international television channels,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,4.0,5,5,1,1,1,1,5,1,0.0,0.0,
178,,,4,4,4,4,1,1,1,5.0,2,3,3,1,1,3,39,3,Scotland,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£65,000 to £99,999",No,No,No,1,SNP,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Fake,Real,Real,Real,Real,Real,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,Other (please specify),1.0,1,1,5,5,1,5,5,5,1.0,1.0,
179,1,1,4,4,4,4,3,2,1,5.0,2,2,1,2,2,2,64,2,Scotland,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Atheist or agnostic,"£35,000 to £44,999",Yes,No,No,0,SNP,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,1,2,3,4,4,5,4,4,,,1.0
180,1,2,4,4,4,4,3,1,1,4.0,2,2,3,1,2,2,28,3,Northern Ireland,Female,Undergraduate or postgraduate degree,Working full-time,Christian,"£25,000 to £34,999",Yes,No,Yes,1,Other/Not eligible,Real,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Real,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,0,Satellite / international television channels,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,4,4,4,4,5,5,3,4,,,1.0
183,,,3,3,3,3,3,2,1,5.0,2,2,1,2,2,1,34,2,Wales,Female,Undergraduate or postgraduate degree,Working full-time,Christian,"£45,000 to £54,999",No,No,No,0,Other/Not eligible,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,Government websites,The internet or search engines,0,0,0,1.0,1,1,4,3,4,4,3,5,1.0,1.0,
186,2,,4,4,4,4,4,4,1,5.0,2,2,2,3,3,2,60,3,Wales,Male,Other,Working full-time,Other,"£35,000 to £44,999",Yes,No,No,0,Conservative,Fake,Real,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,Real,Real,0,0,0,0,0,0,0,0,0,The internet or search engines,0,0,Other (please specify),,1,1,5,3,5,5,5,5,,,1.0
189,,,4,4,4,4,4,3,1,4.0,2,2,2,2,3,2,21,3,West Midlands,Female,2+ A levels or equivalents,Student,Muslim,"£25,000 to £34,999",No,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Real,Real,Real,Fake,Fake,Fake,National television,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,Family and friends,0,0,3.0,3,4,2,3,2,5,5,4,,0.0,
191,1,1,4,3,4,4,4,4,1,3.0,2,2,1,2,3,2,30,2,Wales,Female,2+ A levels or equivalents,Working full-time,Atheist or agnostic,"£15,000 to £24,999",Yes,No,No,0,Labour,Real,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Fake,Real,Fake,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,Family and friends,0,0,,5,2,5,5,3,5,3,3,,,1.0
192,,,4,4,4,4,4,1,1,5.0,3,1,1,3,3,1,33,1,Scotland,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£65,000 to £99,999",No,No,No,0,SNP,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,0,0,0,1.0,3,2,5,5,5,5,5,5,1.0,1.0,
193,1,1,4,4,4,4,3,4,1,3.0,3,1,1,3,3,1,61,1,Scotland,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Christian,"£15,000 to £24,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,2,2,4,5,2,3,2,3,,,1.0
194,,,3,1,1,3,1,3,4,1.0,3,1,1,3,3,1,21,1,North West,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Student,Christian,"£45,000 to £54,999",No,No,No,0,Other/Not eligible,Real,Fake,Real,Real,Fake,Real,Real,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Real,Real,Real,0,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,Family and friends,0,Other (please specify),4.0,5,5,1,1,1,1,5,1,0.0,0.0,
195,1,2,4,3,3,4,2,2,1,3.0,2,3,2,2,2,3,57,2,Scotland,Female,Other,Retired,Atheist or agnostic,"£45,000 to £54,999",Yes,No,No,0,Conservative,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Fake,Real,Fake,Fake,Real,National television,0,Radio,0,0,0,0,0,0,0,0,0,0,,4,4,2,2,3,3,2,3,,,1.0
197,1,1,4,4,4,4,2,2,1,4.0,2,2,3,2,2,3,65,3,Scotland,Female,Undergraduate or postgraduate degree,Working part-time,Atheist or agnostic,"£35,000 to £44,999",Yes,No,Yes,0,Labour,Fake,Fake,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,Real,Real,Fake,Fake,Real,Real,Real,Fake,Fake,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,Family and friends,0,0,,5,3,3,4,4,5,2,4,,,1.0
199,1,1,4,4,4,4,4,2,2,4.0,1,2,2,1,1,3,51,2,Scotland,Female,"0-4 GCSE, O-levels, or equivalents",Working full-time,Christian,"£25,000 to £34,999",Yes,No,No,1,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Real,Real,Real,0,0,0,0,0,0,0,0,Government websites,0,0,0,0,,2,2,4,4,4,4,2,3,,,1.0
200,1,1,4,4,4,4,4,1,1,3.0,2,1,1,2,2,1,70,2,Wales,Male,2+ A levels or equivalents,Retired,Christian,"£15,000 to £24,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Fake,Real,Real,Real,Real,National television,Satellite / international television channels,Radio,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,0,0,0,,2,2,3,4,4,4,2,3,,,1.0
201,1,1,4,4,4,4,4,4,1,5.0,2,2,1,2,2,2,63,3,Wales,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Christian,"Under £15,000",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Fake,Fake,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,,3,2,4,3,5,4,5,5,,,1.0
202,1,1,4,4,4,4,4,3,1,5.0,3,3,3,1,1,3,51,4,Scotland,Female,Undergraduate or postgraduate degree,Working full-time,Christian,"£15,000 to £24,999",Yes,No,No,0,SNP,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Real,Real,Real,Real,Real,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,1,3,4,4,4,5,4,5,,,1.0
204,1,1,4,4,4,4,1,1,1,5.0,2,1,1,1,2,3,53,3,Wales,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,Atheist or agnostic,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Fake,Real,National television,Satellite / international television channels,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,1,2,5,4,1,5,4,5,,,1.0
205,1,1,4,4,4,4,4,4,1,5.0,2,2,2,2,2,3,61,2,Scotland,Male,Apprenticeship,Working full-time,Christian,"£25,000 to £34,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,2,1,4,5,4,5,2,5,,,1.0
206,1,1,4,4,4,4,4,4,1,5.0,2,2,2,2,2,2,55,3,Scotland,Female,Undergraduate or postgraduate degree,Working part-time,Christian,"£65,000 to £99,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Fake,Real,Real,Fake,National television,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,5,3,3,5,5,5,,,1.0
207,3,,3,4,4,3,3,3,1,4.0,2,1,1,2,2,1,52,2,Wales,Female,"0-4 GCSE, O-levels, or equivalents",Working full-time,Atheist or agnostic,"£15,000 to £24,999",Yes,No,No,0,SNP,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Fake,Real,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,1.0,3,1,3,3,2,4,4,3,1.0,1.0,0.0
208,,,4,4,4,4,4,2,1,5.0,3,1,1,2,2,1,38,2,Wales,Female,2+ A levels or equivalents,Working full-time,Atheist or agnostic,"£15,000 to £24,999",No,No,No,0,Green Party,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,The internet or search engines,0,0,0,1.0,1,2,3,3,4,4,3,5,1.0,1.0,
210,1,1,4,4,4,4,4,3,1,5.0,2,1,1,2,2,2,60,3,Scotland,Female,Undergraduate or postgraduate degree,Working full-time,Christian,"£55,000 to £64,999",Yes,No,No,1,SNP,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Real,Real,Real,Real,Real,Real,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,,3,1,3,4,3,5,2,3,,,1.0
212,1,1,4,4,4,4,4,1,1,5.0,3,1,1,3,2,1,58,2,Scotland,Male,Undergraduate or postgraduate degree,Working part-time,Christian,"£45,000 to £54,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,0,0,0,,5,2,3,3,3,3,3,3,,,1.0
213,,,4,4,3,4,4,2,1,3.0,2,3,1,2,2,2,46,2,Scotland,Female,Undergraduate or postgraduate degree,Working part-time,Atheist or agnostic,"£55,000 to £64,999",No,No,No,1,SNP,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,0,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,1.0,2,1,4,1,1,4,4,3,1.0,1.0,
214,1,1,4,4,4,3,3,3,1,3.0,3,1,1,3,3,1,54,2,Scotland,Female,Undergraduate or postgraduate degree,Working full-time,Christian,"Over £100,000",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,0,0,0,Government websites,0,0,0,0,,1,2,4,3,3,5,2,3,,,1.0
216,1,1,4,4,4,4,4,4,1,3.0,2,2,3,2,2,3,54,3,Scotland,Female,Undergraduate or postgraduate degree,Working part-time,Atheist or agnostic,"£65,000 to £99,999",Yes,No,No,1,SNP,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,,2,1,5,5,5,4,4,3,,,1.0
217,1,1,3,4,4,4,1,1,1,3.0,2,1,1,2,2,2,46,3,Wales,Female,"0-4 GCSE, O-levels, or equivalents",Working full-time,Christian,"£35,000 to £44,999",Yes,No,No,0,Green Party,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Fake,Real,Real,Fake,Real,Real,0,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,,5,1,5,5,5,5,5,3,,,1.0
219,1,1,4,4,4,4,3,2,1,5.0,3,2,1,2,2,3,51,3,Scotland,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,Christian,"£55,000 to £64,999",Yes,No,No,0,Labour,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,0,Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,,2,3,4,5,5,5,3,5,,,1.0
220,1,1,4,4,4,4,3,4,1,4.0,2,2,2,2,3,2,49,2,Wales,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£65,000 to £99,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Fake,Real,Real,Real,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,,1,1,4,4,4,5,1,4,,,1.0
221,3,,4,4,4,4,4,3,1,5.0,3,2,2,3,3,2,21,2,Scotland,Male,Undergraduate or postgraduate degree,Student,Atheist or agnostic,"Over £100,000",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,1.0,5,1,5,5,5,5,2,5,1.0,1.0,0.0
222,3,,3,4,4,4,3,4,1,3.0,2,2,2,2,2,2,35,3,Wales,Male,2+ A levels or equivalents,Working full-time,Atheist or agnostic,"£55,000 to £64,999",Yes,No,No,0,Labour,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,1.0,4,1,5,5,5,2,2,3,1.0,1.0,0.0
227,,,3,3,3,3,3,3,3,3.0,2,2,1,2,2,2,23,3,Greater London,Male,2+ A levels or equivalents,Working part-time,Muslim,"£15,000 to £24,999",No,No,No,0,Labour,Real,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Fake,Real,Real,Fake,Fake,Real,0,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,The internet or search engines,Family and friends,0,0,1.0,3,3,3,3,3,3,3,3,1.0,1.0,
228,,,4,4,4,4,3,2,1,5.0,2,3,2,2,2,2,24,2,West Midlands,Female,2+ A levels or equivalents,Student,Atheist or agnostic,"£15,000 to £24,999",No,No,No,0,Labour,Fake,Real,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,Real,Real,Real,Real,Fake,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,The internet or search engines,0,0,0,1.0,4,2,4,4,4,2,3,4,1.0,1.0,
230,,,4,4,4,4,3,3,1,3.0,3,2,2,3,2,2,24,1,Scotland,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Unemployed,Christian,"Under £15,000",No,No,No,0,SNP,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,0,0,0,0,0,0,0,0,0,The internet or search engines,0,0,0,1.0,4,5,5,4,5,4,5,3,1.0,1.0,
232,1,1,3,3,2,3,2,3,2,5.0,1,2,1,1,1,1,36,4,Wales,Female,Undergraduate or postgraduate degree,Unemployed,Christian,"Under £15,000",Yes,No,Yes,0,Labour,Real,Fake,Fake,Real,Fake,Real,Real,Real,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,National television,0,0,0,0,0,0,0,0,0,0,0,0,,5,4,4,4,4,4,4,5,,,1.0
233,,,4,4,4,4,4,3,1,3.0,2,2,1,2,1,2,42,3,Scotland,Female,2+ A levels or equivalents,Working part-time,Atheist or agnostic,"Under £15,000",No,No,No,0,SNP,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Real,Fake,Real,Real,National television,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,0,0,0,1.0,1,1,2,3,3,4,1,3,1.0,1.0,
235,,,4,4,4,4,3,3,1,1.0,1,3,3,1,1,3,24,3,Scotland,Female,2+ A levels or equivalents,Working part-time,Other,"£25,000 to £34,999",No,No,No,0,Other/Not eligible,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,National television,0,0,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,Family and friends,0,0,3.0,5,5,1,1,1,1,5,1,,0.0,
236,1,1,4,1,1,4,4,4,1,5.0,2,2,2,2,1,3,69,1,Wales,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Christian,"£25,000 to £34,999",Yes,No,No,0,Reform Party ,Real,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Real,Fake,Fake,0,0,0,0,0,0,0,0,0,The internet or search engines,0,0,0,,5,5,1,1,1,1,5,3,,,1.0
237,,,4,4,4,4,4,3,1,5.0,2,3,3,2,1,3,19,3,Yorkshire and The Humber,Female,2+ A levels or equivalents,Student,Muslim,"Under £15,000",No,No,No,0,Labour,Fake,Real,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,Real,Real,Real,Fake,Real,Fake,Fake,Real,Real,National television,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,The internet or search engines,Family and friends,"Work, school, or college",0,1.0,2,1,5,5,3,5,5,5,1.0,1.0,
238,2,,4,4,4,4,2,2,1,5.0,2,3,3,2,2,3,51,3,Scotland,Male,2+ A levels or equivalents,Working full-time,Atheist or agnostic,"£35,000 to £44,999",Yes,No,No,1,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,,1,2,5,4,5,5,3,5,,,1.0
239,2,,2,3,2,4,3,4,1,5.0,2,2,2,2,1,3,66,3,Wales,Female,Undergraduate or postgraduate degree,Retired,Christian,"£15,000 to £24,999",Yes,No,No,0,Local independent,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,0,0,0,Newspapers,0,0,0,0,0,The internet or search engines,0,0,0,,1,3,5,5,5,5,5,5,,,1.0
240,,,4,4,4,4,4,2,1,3.0,3,2,1,2,3,3,34,3,Scotland,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,Atheist or agnostic,"£25,000 to £34,999",No,No,No,0,SNP,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,0,0,Radio,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,0,0,0,2.0,2,1,4,5,4,4,2,3,,1.0,
241,1,1,4,4,4,4,4,4,1,3.0,2,2,2,2,2,2,50,1,Scotland,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£45,000 to £54,999",Yes,No,No,1,Conservative,Fake,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,0,0,Radio,0,0,0,0,0,0,0,0,0,0,,4,4,2,3,3,2,5,3,,,1.0
243,,,4,4,2,4,3,1,1,3.0,1,3,3,1,1,3,24,4,Scotland,Female,Undergraduate or postgraduate degree,Working part-time,Muslim,"Under £15,000",No,No,Yes,0,Labour,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Fake,Real,Fake,Real,Real,National television,0,0,0,0,0,Healthcare workers,0,0,0,0,0,0,1.0,3,4,2,4,4,3,3,3,1.0,1.0,
249,1,1,4,3,4,4,2,1,1,3.0,2,1,1,2,2,1,62,4,Scotland,Male,Apprenticeship,Working full-time,Atheist or agnostic,"£45,000 to £54,999",Yes,No,No,0,SNP,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Fake,Real,Real,Fake,Fake,Real,0,0,0,0,0,0,Healthcare workers,0,0,0,0,0,Other (please specify),,1,1,5,5,1,5,5,3,,,1.0
252,,,3,4,4,4,3,1,1,3.0,2,1,1,2,2,1,31,2,Scotland,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£35,000 to £44,999",No,No,No,0,SNP,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,"Work, school, or college",0,1.0,3,1,4,3,4,3,5,3,1.0,1.0,
254,,,4,4,4,4,4,4,1,3.0,2,2,1,2,2,1,23,1,Scotland,Male,Undergraduate or postgraduate degree,Working part-time,Atheist or agnostic,"£65,000 to £99,999",No,No,No,0,SNP,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,Radio,Newspapers,0,0,0,0,0,The internet or search engines,0,0,0,1.0,2,2,4,5,4,4,2,3,1.0,1.0,
